"group","axis","value"
"adoracion","energy",0.519083333
"adoracion","liveness",0.31025
"adoracion","tempo",0.551393748716334
"adult standards","danceability",0.498711382
"adult standards","energy",0.385813873
"adult standards","liveness",0.194290601
"adult standards","tempo",0.43998469795457
"adventista","danceability",0.532014493
"adventista","energy",0.325202899
"adventista","liveness",0.13955942
"adventista","tempo",0.441162626966941
"afghan pop","danceability",0.696833333
"afghan pop","energy",0.672166667
"afghan pop","liveness",0.098670833
"afghan pop","tempo",0.437667608534471
"african gospel","danceability",0.605
"african gospel","energy",0.602
"african gospel","liveness",0.083
"african gospel","tempo",0.531190604837357
"african percussion","danceability",0.593866667
"african percussion","energy",0.7624
"african percussion","liveness",0.12804
"african percussion","tempo",0.550386315682734
"african reggae","danceability",0.751194444
"african reggae","energy",0.663166667
"african reggae","liveness",0.107577778
"african reggae","tempo",0.468001338136021
"african rock","danceability",0.672716667
"african rock","energy",0.574125
"african rock","liveness",0.148595833
"african rock","tempo",0.472688851806182
"afro dancehall","danceability",0.608733333
"afro dancehall","energy",0.760016667
"afro dancehall","liveness",0.21595
"afro dancehall","tempo",0.559284158425518
"afro house","danceability",0.6675
"afro house","energy",0.5965
"afro house","liveness",0.1115
"afro house","tempo",0.547682204058204
"afro psych","danceability",0.438
"afro psych","energy",0.75975
"afro psych","liveness",0.151
"afro psych","tempo",0.579796431006822
"afro-cuban traditional","danceability",0.662
"afro-cuban traditional","energy",0.764
"afro-cuban traditional","liveness",0.0803
"afro-cuban traditional","tempo",0.569471773049858
"afro-funk","danceability",0.805866667
"afro-funk","energy",0.727166667
"afro-funk","liveness",0.09704
"afro-funk","tempo",0.448122345866205
"afrobeat","danceability",0.62555807
"afrobeat","energy",0.619281106
"afrobeat","liveness",0.165400703
"afrobeat","tempo",0.469513723395799
"afrobeat brasileiro","danceability",0.621
"afrobeat brasileiro","energy",0.758
"afrobeat brasileiro","liveness",0.121
"afrobeat brasileiro","tempo",0.288226755654787
"afrofuturism","danceability",0.63195436
"afrofuturism","energy",0.588032578
"afrofuturism","liveness",0.190077832
"afrofuturism","tempo",0.438449331227672
"afrofuturismo brasileiro","danceability",0.484
"afrofuturismo brasileiro","energy",0.81
"afrofuturismo brasileiro","liveness",0.11
"afrofuturismo brasileiro","tempo",0.619097443893167
"afropop","danceability",0.608402475
"afropop","energy",0.525343756
"afropop","liveness",0.157685624
"afropop","tempo",0.448636940049197
"afroswing","danceability",0.697291667
"afroswing","energy",0.564666667
"afroswing","liveness",0.210795833
"afroswing","tempo",0.243689669706524
"aggrotech","danceability",0.492
"aggrotech","energy",0.947
"aggrotech","liveness",0.319
"aggrotech","tempo",0.477404315893645
"alabama indie","danceability",0.522512821
"alabama indie","energy",0.6695
"alabama indie","liveness",0.127653846
"alabama indie","tempo",0.440184839352799
"alabama metal","danceability",0.435
"alabama metal","energy",0.88
"alabama metal","liveness",0.154066667
"alabama metal","tempo",0.420674065846839
"alabama rap","danceability",0.700988778
"alabama rap","energy",0.604969913
"alabama rap","liveness",0.166815466
"alabama rap","tempo",0.452125011932255
"albanian pop","danceability",0.6935
"albanian pop","energy",0.782
"albanian pop","liveness",0.15595
"albanian pop","tempo",0.509099289484168
"alberta country","danceability",0.595093519
"alberta country","energy",0.748716667
"alberta country","liveness",0.222492222
"alberta country","tempo",0.420598231183371
"alberta hip hop","danceability",0.906
"alberta hip hop","energy",0.604
"alberta hip hop","liveness",0.255
"alberta hip hop","tempo",0.361115910409558
"album rock","danceability",0.514067099
"album rock","energy",0.658159415
"album rock","liveness",0.216539967
"album rock","tempo",0.498691947221328
"albuquerque indie","danceability",0.585134615
"albuquerque indie","energy",0.586814103
"albuquerque indie","liveness",0.207607051
"albuquerque indie","tempo",0.519442471766323
"alt-idol","danceability",0.616
"alt-idol","energy",0.985
"alt-idol","liveness",0.111
"alt-idol","tempo",0.419045409009739
"alternative americana","danceability",0.502196712
"alternative americana","energy",0.530426871
"alternative americana","liveness",0.187467687
"alternative americana","tempo",0.49748957153114
"alternative country","danceability",0.534290505
"alternative country","energy",0.531198041
"alternative country","liveness",0.17365837
"alternative country","tempo",0.471861449936378
"alternative dance","danceability",0.612578453
"alternative dance","energy",0.732270901
"alternative dance","liveness",0.192280311
"alternative dance","tempo",0.50873275411684
"alternative emo","danceability",0.471556401
"alternative emo","energy",0.754566787
"alternative emo","liveness",0.191831643
"alternative emo","tempo",0.540133093275456
"alternative hip hop","danceability",0.69717548
"alternative hip hop","energy",0.684363013
"alternative hip hop","liveness",0.231130698
"alternative hip hop","tempo",0.400881603988445
"alternative metal","danceability",0.4639657
"alternative metal","energy",0.832552701
"alternative metal","liveness",0.212427627
"alternative metal","tempo",0.51288575892443
"alternative pop","danceability",0.477227255
"alternative pop","energy",0.743666975
"alternative pop","liveness",0.175972022
"alternative pop","tempo",0.524337564302244
"alternative pop rock","danceability",0.596151042
"alternative pop rock","energy",0.714862153
"alternative pop rock","liveness",0.193445382
"alternative pop rock","tempo",0.475368553310627
"alternative r&b","danceability",0.655571101
"alternative r&b","energy",0.539086107
"alternative r&b","liveness",0.171026056
"alternative r&b","tempo",0.444203038973373
"alternative rock","danceability",0.480641507
"alternative rock","energy",0.707042292
"alternative rock","liveness",0.194688388
"alternative rock","tempo",0.507971372029814
"alternative roots rock","danceability",0.505258824
"alternative roots rock","energy",0.575958824
"alternative roots rock","liveness",0.151374706
"alternative roots rock","tempo",0.459629134073342
"ambeat","danceability",0.717359524
"ambeat","energy",0.637895238
"ambeat","liveness",0.142619286
"ambeat","tempo",0.351457401763131
"ambient","danceability",0.341910496
"ambient","energy",0.292836951
"ambient","liveness",0.128762304
"ambient","tempo",0.403534163987952
"ambient black metal","danceability",0.263833333
"ambient black metal","energy",0.768166667
"ambient black metal","liveness",0.326033333
"ambient black metal","tempo",0.425129660164932
"ambient folk","danceability",0.528149771
"ambient folk","energy",0.3771439
"ambient folk","liveness",0.166090181
"ambient folk","tempo",0.457769322695144
"ambient house","danceability",0.6265
"ambient house","energy",0.842125
"ambient house","liveness",0.349
"ambient house","tempo",0.437919063642324
"ambient idm","danceability",0.3505
"ambient idm","energy",0.5795
"ambient idm","liveness",0.1205
"ambient idm","tempo",0.654131937311838
"ambient pop","danceability",0.32154
"ambient pop","energy",0.25362
"ambient pop","liveness",0.109366667
"ambient pop","tempo",0.335574512285862
"ambient techno","danceability",0.7055
"ambient techno","energy",0.549875
"ambient techno","liveness",0.08455
"ambient techno","tempo",0.51035414815113
"ambient worship","danceability",0.299743586
"ambient worship","energy",0.299544616
"ambient worship","liveness",0.130743366
"ambient worship","tempo",0.371023960511624
"american choir","danceability",0.287590616
"american choir","energy",0.271393978
"american choir","liveness",0.168232913
"american choir","tempo",0.433374500570095
"american contemporary classical","danceability",0.352911852
"american contemporary classical","energy",0.131887403
"american contemporary classical","liveness",0.145234388
"american contemporary classical","tempo",0.33668789461798
"american folk revival","danceability",0.550777876
"american folk revival","energy",0.258479114
"american folk revival","liveness",0.157239204
"american folk revival","tempo",0.441175695485803
"american metalcore","danceability",0.389
"american metalcore","energy",0.971
"american metalcore","liveness",0.2109
"american metalcore","tempo",0.705222818852988
"american modern classical","danceability",0.387777662
"american modern classical","energy",0.254360876
"american modern classical","liveness",0.219343705
"american modern classical","tempo",0.471371918109837
"american post-rock","danceability",0.457876603
"american post-rock","energy",0.469561859
"american post-rock","liveness",0.154334135
"american post-rock","tempo",0.431532442903303
"american primitive","danceability",0.384566667
"american primitive","energy",0.426283333
"american primitive","liveness",0.135971667
"american primitive","tempo",0.425124921006212
"american romanticism","danceability",0.31233858
"american romanticism","energy",0.174075154
"american romanticism","liveness",0.147290741
"american romanticism","tempo",0.407689721453703
"american shoegaze","danceability",0.329866667
"american shoegaze","energy",0.730866667
"american shoegaze","liveness",0.1876
"american shoegaze","tempo",0.440527041777476
"anadolu rock","danceability",0.4748
"anadolu rock","energy",0.445
"anadolu rock","liveness",0.16428
"anadolu rock","tempo",0.349034450318846
"anarcho-punk","danceability",0.31594888
"anarcho-punk","energy",0.874785014
"anarcho-punk","liveness",0.265317927
"anarcho-punk","tempo",0.730510676163164
"andean","danceability",0.603333333
"andean","energy",0.461387755
"andean","liveness",0.132411565
"andean","tempo",0.489344534895618
"anglican liturgy","danceability",0.234556667
"anglican liturgy","energy",0.175126667
"anglican liturgy","liveness",0.205686667
"anglican liturgy","tempo",0.290644014828046
"animal singing","danceability",0.799
"animal singing","energy",0.6395
"animal singing","liveness",0.1935
"animal singing","tempo",0.446373764579964
"anime","danceability",0.503119587
"anime","energy",0.793880743
"anime","liveness",0.173699527
"anime","tempo",0.577520102297634
"anime latino","danceability",0.479571429
"anime latino","energy",0.888285714
"anime latino","liveness",0.285207143
"anime latino","tempo",0.60664999215886
"anime rock","danceability",0.511038515
"anime rock","energy",0.864759804
"anime rock","liveness",0.236314706
"anime rock","tempo",0.517668977836249
"anime score","danceability",0.473075385
"anime score","energy",0.698447502
"anime score","liveness",0.194200931
"anime score","tempo",0.501701318811661
"ann arbor indie","danceability",0.551883333
"ann arbor indie","energy",0.459683333
"ann arbor indie","liveness",0.133473333
"ann arbor indie","tempo",0.32266336575722
"anthem emo","danceability",0.483165556
"anthem emo","energy",0.766395
"anthem emo","liveness",0.211656333
"anthem emo","tempo",0.536948402406819
"anthem worship","danceability",0.476776916
"anthem worship","energy",0.608537019
"anthem worship","liveness",0.21610284
"anthem worship","tempo",0.480399956283683
"anti-folk","danceability",0.502156507
"anti-folk","energy",0.546858852
"anti-folk","liveness",0.188076748
"anti-folk","tempo",0.474587675507239
"antilliaanse folklore","danceability",0.578
"antilliaanse folklore","energy",0.6635
"antilliaanse folklore","liveness",0.09305
"antilliaanse folklore","tempo",0.630160510013696
"antiviral pop","danceability",0.635126302
"antiviral pop","energy",0.720211671
"antiviral pop","liveness",0.212660529
"antiviral pop","tempo",0.536866822956852
"appalachian folk","danceability",0.54413543
"appalachian folk","energy",0.327454861
"appalachian folk","liveness",0.184496592
"appalachian folk","tempo",0.48784242409945
"arab folk","danceability",0.417851678
"arab folk","energy",0.274994951
"arab folk","liveness",0.275404322
"arab folk","tempo",0.391057485797404
"arab groove","danceability",0.291
"arab groove","energy",0.231
"arab groove","liveness",0.237
"arab groove","tempo",0.69287442928861
"arab pop","danceability",0.558889546
"arab pop","energy",0.516269034
"arab pop","liveness",0.181870513
"arab pop","tempo",0.514842010180619
"arab trap","danceability",0.752
"arab trap","energy",0.905
"arab trap","liveness",0.173
"arab trap","tempo",0.349492872675794
"arabesk","danceability",0.353
"arabesk","energy",0.672
"arabesk","liveness",0.0962
"arabesk","tempo",0.757465559101153
"arabic hip hop","danceability",0.366
"arabic hip hop","energy",0.431
"arabic hip hop","liveness",0.3225
"arabic hip hop","tempo",0.425495237487562
"arabic jazz","danceability",0.3875
"arabic jazz","energy",0.1655
"arabic jazz","liveness",0.1755
"arabic jazz","tempo",0.518613004094505
"argentine ambient","danceability",0.4902
"argentine ambient","energy",0.373476
"argentine ambient","liveness",0.124
"argentine ambient","tempo",0.545882170955352
"argentine hardcore","danceability",0.69
"argentine hardcore","energy",0.6535
"argentine hardcore","liveness",0.3726
"argentine hardcore","tempo",0.416466057900075
"argentine heavy metal","danceability",0.58075
"argentine heavy metal","energy",0.792625
"argentine heavy metal","liveness",0.158825
"argentine heavy metal","tempo",0.62237168205656
"argentine hip hop","danceability",0.7825
"argentine hip hop","energy",0.63595
"argentine hip hop","liveness",0.11639
"argentine hip hop","tempo",0.593810518515023
"argentine indie","danceability",0.48227381
"argentine indie","energy",0.250839286
"argentine indie","liveness",0.167030952
"argentine indie","tempo",0.413479922520424
"argentine metal","danceability",0.62
"argentine metal","energy",0.816
"argentine metal","liveness",0.0984
"argentine metal","tempo",0.825317870744139
"argentine punk","danceability",0.641
"argentine punk","energy",0.58175
"argentine punk","liveness",0.2873
"argentine punk","tempo",0.515103751937993
"argentine reggae","danceability",0.763325926
"argentine reggae","energy",0.550214815
"argentine reggae","liveness",0.102362963
"argentine reggae","tempo",0.494960151320369
"argentine rock","danceability",0.592344018
"argentine rock","energy",0.61417597
"argentine rock","liveness",0.191836848
"argentine rock","tempo",0.457443805103415
"arkansas country","danceability",0.582943322
"arkansas country","energy",0.502752759
"arkansas country","liveness",0.207031052
"arkansas country","tempo",0.461868111225225
"arkansas indie","danceability",0.43
"arkansas indie","energy",0.504
"arkansas indie","liveness",0.171
"arkansas indie","tempo",0.364208810615297
"armenian folk","danceability",0.135333333
"armenian folk","energy",0.134233333
"armenian folk","liveness",0.117
"armenian folk","tempo",0.280712110689622
"art pop","danceability",0.546772194
"art pop","energy",0.565144057
"art pop","liveness",0.168192307
"art pop","tempo",0.483412900666994
"art punk","danceability",0.555799534
"art punk","energy",0.712296101
"art punk","liveness",0.203344111
"art punk","tempo",0.526278721857261
"art rock","danceability",0.493668338
"art rock","energy",0.567581926
"art rock","liveness",0.195434837
"art rock","tempo",0.478509540280766
"asbury park indie","danceability",0.557
"asbury park indie","energy",0.815
"asbury park indie","liveness",0.0932
"asbury park indie","tempo",0.296896160734289
"asian american hip hop","danceability",0.7542
"asian american hip hop","energy",0.66512381
"asian american hip hop","liveness",0.185432381
"asian american hip hop","tempo",0.406962180221124
"asmr","danceability",0.185222222
"asmr","energy",0.308333333
"asmr","liveness",0.219444444
"asmr","tempo",0.249838557775736
"athens indie","danceability",0.524506508
"athens indie","energy",0.610972675
"athens indie","liveness",0.169894167
"athens indie","tempo",0.484630041038765
"atl hip hop","danceability",0.733962605
"atl hip hop","energy",0.655921653
"atl hip hop","liveness",0.201058162
"atl hip hop","tempo",0.496979432749232
"atl trap","danceability",0.721524245
"atl trap","energy",0.665505532
"atl trap","liveness",0.200497261
"atl trap","tempo",0.500705583672104
"atlanta indie","danceability",0.58175
"atlanta indie","energy",0.71795
"atlanta indie","liveness",0.27455
"atlanta indie","tempo",0.441698726961289
"atmosphere","danceability",0.29357483
"atmosphere","energy",0.160486735
"atmosphere","liveness",0.127326871
"atmosphere","tempo",0.335342886788326
"atmospheric black metal","danceability",0.263833333
"atmospheric black metal","energy",0.768166667
"atmospheric black metal","liveness",0.326033333
"atmospheric black metal","tempo",0.425129660164932
"atmospheric dnb","danceability",0.683
"atmospheric dnb","energy",0.789
"atmospheric dnb","liveness",0.0724
"atmospheric dnb","tempo",0.47431721850255
"atmospheric post-metal","danceability",0.29
"atmospheric post-metal","energy",0.717
"atmospheric post-metal","liveness",0.706
"atmospheric post-metal","tempo",0.420739830886054
"atmospheric post-rock","danceability",0.869
"atmospheric post-rock","energy",0.888
"atmospheric post-rock","liveness",0.186
"atmospheric post-rock","tempo",0.564371098976978
"atmospheric sludge","danceability",0.29
"atmospheric sludge","energy",0.717
"atmospheric sludge","liveness",0.706
"atmospheric sludge","tempo",0.420739830886054
"auckland indie","danceability",0.53975
"auckland indie","energy",0.707583333
"auckland indie","liveness",0.313166667
"auckland indie","tempo",0.503501507429946
"audiophile vocal","danceability",0.5125
"audiophile vocal","energy",0.264566667
"audiophile vocal","liveness",0.1298
"audiophile vocal","tempo",0.273843512402249
"aussietronica","danceability",0.662020833
"aussietronica","energy",0.690229167
"aussietronica","liveness",0.14111875
"aussietronica","tempo",0.470115013370431
"austin americana","danceability",0.571604167
"austin americana","energy",0.622635417
"austin americana","liveness",0.22688125
"austin americana","tempo",0.435764526728029
"austin hip hop","danceability",0.902
"austin hip hop","energy",0.472
"austin hip hop","liveness",0.0539
"austin hip hop","tempo",0.593518636938384
"austin singer-songwriter","danceability",0.541791667
"austin singer-songwriter","energy",0.638091667
"austin singer-songwriter","liveness",0.307374167
"austin singer-songwriter","tempo",0.528486831516921
"austindie","danceability",0.615537415
"austindie","energy",0.589482993
"austindie","liveness",0.150894898
"austindie","tempo",0.415198952392804
"australian alternative pop","danceability",0.547833333
"australian alternative pop","energy",0.30825
"australian alternative pop","liveness",0.161127778
"australian alternative pop","tempo",0.487191730121494
"australian alternative rock","danceability",0.555585278
"australian alternative rock","energy",0.702579722
"australian alternative rock","liveness",0.188125639
"australian alternative rock","tempo",0.481341809387855
"australian children's music","danceability",0.76246875
"australian children's music","energy",0.363203125
"australian children's music","liveness",0.174746875
"australian children's music","tempo",0.497547154601706
"australian choir","danceability",0.291
"australian choir","energy",0.0218
"australian choir","liveness",0.0766
"australian choir","tempo",0.574897404742853
"australian country","danceability",0.58506994
"australian country","energy",0.500239583
"australian country","liveness",0.12016625
"australian country","tempo",0.408338447697213
"australian dance","danceability",0.61008127
"australian dance","energy",0.74327024
"australian dance","liveness",0.208307907
"australian dance","tempo",0.526752774095455
"australian electropop","danceability",0.561352206
"australian electropop","energy",0.64614444
"australian electropop","liveness",0.153622953
"australian electropop","tempo",0.572410109484716
"australian garage punk","danceability",0.418333333
"australian garage punk","energy",0.779291667
"australian garage punk","liveness",0.170433333
"australian garage punk","tempo",0.518700529688639
"australian hip hop","danceability",0.648089435
"australian hip hop","energy",0.728395982
"australian hip hop","liveness",0.193696012
"australian hip hop","tempo",0.517922328143364
"australian house","danceability",0.625857143
"australian house","energy",0.810357143
"australian house","liveness",0.232735714
"australian house","tempo",0.496079016964158
"australian indie","danceability",0.593641054
"australian indie","energy",0.690222014
"australian indie","liveness",0.161421739
"australian indie","tempo",0.476414368481414
"australian indie folk","danceability",0.525986111
"australian indie folk","energy",0.545425926
"australian indie folk","liveness",0.160525926
"australian indie folk","tempo",0.467815245352047
"australian indie rock","danceability",0.529
"australian indie rock","energy",0.638
"australian indie rock","liveness",0.0964
"australian indie rock","tempo",0.767104034226356
"australian indigenous","danceability",0.527
"australian indigenous","energy",0.729666667
"australian indigenous","liveness",0.163633333
"australian indigenous","tempo",0.609484114104665
"australian metal","danceability",0.392
"australian metal","energy",0.966
"australian metal","liveness",0.239
"australian metal","tempo",0.592265228975082
"australian metalcore","danceability",0.472112912
"australian metalcore","energy",0.867689286
"australian metalcore","liveness",0.167585769
"australian metalcore","tempo",0.528504346152364
"australian pop","danceability",0.587882616
"australian pop","energy",0.641748587
"australian pop","liveness",0.162201491
"australian pop","tempo",0.462953898504412
"australian post-hardcore","danceability",0.594
"australian post-hardcore","energy",0.567
"australian post-hardcore","liveness",0.0894
"australian post-hardcore","tempo",0.54896462609473
"australian post-punk","danceability",0.428666667
"australian post-punk","energy",0.565833333
"australian post-punk","liveness",0.2345
"australian post-punk","tempo",0.435180135129924
"australian psych","danceability",0.468864444
"australian psych","energy",0.708874074
"australian psych","liveness",0.169633333
"australian psych","tempo",0.510016473662721
"australian r&b","danceability",0.649
"australian r&b","energy",0.435
"australian r&b","liveness",0.0969
"australian r&b","tempo",0.394496601654429
"australian reggae fusion","danceability",0.605909722
"australian reggae fusion","energy",0.617972222
"australian reggae fusion","liveness",0.2303
"australian reggae fusion","tempo",0.416111400894326
"australian rock","danceability",0.539254576
"australian rock","energy",0.711731981
"australian rock","liveness",0.194317846
"australian rock","tempo",0.482794848681978
"australian singer-songwriter","danceability",0.654666667
"australian singer-songwriter","energy",0.550083333
"australian singer-songwriter","liveness",0.234
"australian singer-songwriter","tempo",0.496033284981941
"australian ska","danceability",0.312666667
"australian ska","energy",0.994666667
"australian ska","liveness",0.1561
"australian ska","tempo",0.640028196317374
"australian talent show","danceability",0.416
"australian talent show","energy",0.707
"australian talent show","liveness",0.708
"australian talent show","tempo",0.933366279432447
"australian trap","danceability",0.732333333
"australian trap","energy",0.633333333
"australian trap","liveness",0.384333333
"australian trap","tempo",0.641622036266604
"australian underground hip hop","danceability",0.558333333
"australian underground hip hop","energy",0.796
"australian underground hip hop","liveness",0.501666667
"australian underground hip hop","tempo",0.262789150503687
"austrian choir","danceability",0.246254045
"austrian choir","energy",0.273666962
"austrian choir","liveness",0.2177127
"austrian choir","tempo",0.367786688598644
"austrian pop","danceability",0.523
"austrian pop","energy",0.553
"austrian pop","liveness",0.1014
"austrian pop","tempo",0.476293076889143
"austro-german modernism","danceability",0.353095052
"austro-german modernism","energy",0.251081354
"austro-german modernism","liveness",0.258932682
"austro-german modernism","tempo",0.379698313651174
"autoharp","danceability",0.589
"autoharp","energy",0.154366667
"autoharp","liveness",0.3415
"autoharp","tempo",0.455707591936309
"autonomous black metal","danceability",0.261716667
"autonomous black metal","energy",0.808783333
"autonomous black metal","liveness",0.300613333
"autonomous black metal","tempo",0.455591438736406
"avant-garde","danceability",0.314281716
"avant-garde","energy",0.17785625
"avant-garde","liveness",0.173997227
"avant-garde","tempo",0.360371957250402
"avant-garde jazz","danceability",0.45331035
"avant-garde jazz","energy",0.335903333
"avant-garde jazz","liveness",0.165297475
"avant-garde jazz","tempo",0.409734273560063
"avant-garde metal","danceability",0.463
"avant-garde metal","energy",0.98
"avant-garde metal","liveness",0.693
"avant-garde metal","tempo",0.686102544597995
"axe","danceability",0.614958333
"axe","energy",0.649479167
"axe","liveness",0.2137875
"axe","tempo",0.484154802705257
"azeri traditional","danceability",0.505833333
"azeri traditional","energy",0.265666667
"azeri traditional","liveness",0.235966667
"azeri traditional","tempo",0.335861093919773
"azonto","danceability",0.703958333
"azonto","energy",0.715058333
"azonto","liveness",0.210575
"azonto","tempo",0.419528300095201
"azontobeats","danceability",0.457333333
"azontobeats","energy",0.692666667
"azontobeats","liveness",0.099166667
"azontobeats","tempo",0.555179440579434
"bachata","danceability",0.80525657
"bachata","energy",0.606228175
"bachata","liveness",0.150985508
"bachata","tempo",0.507288970892357
"background music","danceability",0.264514286
"background music","energy",0.108941806
"background music","liveness",0.123193929
"background music","tempo",0.314652266962009
"bahamian folk","danceability",0.64375
"bahamian folk","energy",0.657925926
"bahamian folk","liveness",0.233528704
"bahamian folk","tempo",0.441346969041736
"bahamian pop","danceability",0.815777778
"bahamian pop","energy",0.875888889
"bahamian pop","liveness",0.1684
"bahamian pop","tempo",0.496189960977354
"baiao","danceability",0.552214286
"baiao","energy",0.315378571
"baiao","liveness",0.161014286
"baiao","tempo",0.382670465408093
"baile pop","danceability",0.630052083
"baile pop","energy",0.52731375
"baile pop","liveness",0.189124479
"baile pop","tempo",0.519754973644803
"bakersfield sound","danceability",0.627069518
"bakersfield sound","energy",0.460527967
"bakersfield sound","liveness",0.175772857
"bakersfield sound","tempo",0.454674748377379
"balearic","danceability",0.68275
"balearic","energy",0.7955
"balearic","liveness",0.2618
"balearic","tempo",0.507618121046053
"balkan brass","danceability",0.569
"balkan brass","energy",0.8185
"balkan brass","liveness",0.0955
"balkan brass","tempo",0.337463637916886
"ballet class","danceability",0.289888889
"ballet class","energy",0.063433333
"ballet class","liveness",0.202277778
"ballet class","tempo",0.351145385348124
"ballroom","danceability",0.419528307
"ballroom","energy",0.372279972
"ballroom","liveness",0.159918426
"ballroom","tempo",0.453463481614592
"baltic classical","danceability",0.23675
"baltic classical","energy",0.01940675
"baltic classical","liveness",0.09545
"baltic classical","tempo",0.233773143026909
"baltimore hip hop","danceability",0.79675
"baltimore hip hop","energy",0.571333333
"baltimore hip hop","liveness",0.209808333
"baltimore hip hop","tempo",0.426336645611074
"baltimore indie","danceability",0.455769591
"baltimore indie","energy",0.71029269
"baltimore indie","liveness",0.230711082
"baltimore indie","tempo",0.567266982019894
"banda","danceability",0.675424615
"banda","energy",0.610246279
"banda","liveness",0.155248702
"banda","tempo",0.53815980147378
"banda caliente","danceability",0.659352915
"banda caliente","energy",0.558932512
"banda caliente","liveness",0.132628662
"banda caliente","tempo",0.596266566196579
"banda carnavalera","danceability",0.658935714
"banda carnavalera","energy",0.54662619
"banda carnavalera","liveness",0.168950119
"banda carnavalera","tempo",0.532975702655876
"bandinhas","danceability",0.6442
"bandinhas","energy",0.4242
"bandinhas","liveness",0.1648
"bandinhas","tempo",0.277571627403795
"bandoneon","danceability",0.463444444
"bandoneon","energy",0.349968254
"bandoneon","liveness",0.320247619
"bandoneon","tempo",0.503212564398643
"bangla","danceability",0.472279658
"bangla","energy",0.290219594
"bangla","liveness",0.208780551
"bangla","tempo",0.364001484171975
"banjo","danceability",0.540362396
"banjo","energy",0.493532768
"banjo","liveness",0.258063461
"banjo","tempo",0.518035635642965
"bansuri","danceability",0.3133
"bansuri","energy",0.103665
"bansuri","liveness",0.12293
"bansuri","tempo",0.389604828908766
"barbadian pop","danceability",0.723971569
"barbadian pop","energy",0.721679234
"barbadian pop","liveness",0.121925116
"barbadian pop","tempo",0.431482083756688
"barbershop","danceability",0.511805556
"barbershop","energy",0.19695
"barbershop","liveness",0.309836111
"barbershop","tempo",0.490382794221456
"bard","danceability",0.499333333
"bard","energy",0.326666667
"bard","liveness",0.119366667
"bard","tempo",0.520385763968526
"barnmusik","danceability",0.55
"barnmusik","energy",0.222
"barnmusik","liveness",0.5515
"barnmusik","tempo",0.278562167863682
"baroque","danceability",0.39828074
"baroque","energy",0.189182517
"baroque","liveness",0.152596461
"baroque","tempo",0.344641728336868
"baroque ensemble","danceability",0.328867561
"baroque ensemble","energy",0.208826815
"baroque ensemble","liveness",0.134262006
"baroque ensemble","tempo",0.396785232910946
"baroque pop","danceability",0.517565505
"baroque pop","energy",0.58657689
"baroque pop","liveness",0.195724135
"baroque pop","tempo",0.479673082374788
"baroque singing","danceability",0.193
"baroque singing","energy",0.095
"baroque singing","liveness",0.109
"baroque singing","tempo",0.404312062626301
"baroque violin","danceability",0.391044444
"baroque violin","energy",0.233498667
"baroque violin","liveness",0.191031111
"baroque violin","tempo",0.378619746233968
"bass house","danceability",0.756798246
"bass house","energy",0.714050361
"bass house","liveness",0.153083953
"bass house","tempo",0.489395042014006
"bass music","danceability",0.602785714
"bass music","energy",0.599857143
"bass music","liveness",0.13685
"bass music","tempo",0.548679044633951
"bass trap","danceability",0.608546836
"bass trap","energy",0.763139286
"bass trap","liveness",0.212258098
